Epoch,Fold,Loss,CrossEntropy,Accuracy,Precision,Recall,F1Score,AUC,R2Score,MAE,MSE
28,3,2.2806,1.164336,0.4683,0.3809,0.4683,0.4003,0.6516,-0.018557,1.7486,4.8853
28,4,2.4004,1.139665,0.4982,0.4401,0.4982,0.4452,0.6616,-0.007084,1.8395,5.342
29,1,2.3865,1.141671,0.4877,0.41,0.4877,0.4233,0.6615,-0.008818,1.8458,5.291
29,2,2.2967,1.144796,0.4577,0.4381,0.4577,0.3903,0.6409,-0.007656,1.7738,4.9845
29,3,2.2686,1.137822,0.4683,0.4059,0.4683,0.4152,0.6684,-0.027573,1.7539,4.907
29,4,2.4066,1.129533,0.4806,0.4116,0.4806,0.4329,0.6686,-0.007784,1.8456,5.3863
30,1,2.3907,1.138962,0.493,0.4181,0.493,0.4298,0.6546,-0.027578,1.8492,5.3113
30,2,2.3006,1.136852,0.493,0.4318,0.493,0.429,0.6582,-0.013262,1.7807,5.0161
30,3,2.2805,1.159801,0.4859,0.435,0.4859,0.4421,0.6393,-0.016995,1.7519,4.8953
30,4,2.4303,1.14082,0.4894,0.4329,0.4894,0.4445,0.6569,-0.013173,1.8578,5.4392
31,1,2.3934,1.128729,0.5123,0.4644,0.5123,0.462,0.669,-0.006356,1.8587,5.3444
31,2,2.3278,1.144616,0.4806,0.4183,0.4806,0.4262,0.6319,-0.016287,1.7926,5.0885
31,3,2.2673,1.133199,0.5194,0.4809,0.5194,0.469,0.6785,-0.00273,1.7554,4.9136
31,4,2.3767,1.102072,0.4877,0.4315,0.4877,0.4469,0.6974,-0.004097,1.8428,5.3508
32,1,2.3831,1.125412,0.4947,0.435,0.4947,0.4496,0.6651,-0.027772,1.8532,5.3178
32,2,2.301,1.136605,0.5211,0.4769,0.5211,0.4735,0.648,-0.004197,1.7819,5.0178
32,3,2.282,1.132822,0.4754,0.4258,0.4754,0.4315,0.6646,-0.013206,1.7663,4.9635
32,4,2.3716,1.100634,0.5053,0.4499,0.5053,0.4524,0.6992,0.002554,1.8375,5.3372
33,1,2.3711,1.116526,0.5123,0.4554,0.5123,0.4603,0.6676,-0.014157,1.8455,5.2983
33,2,2.2959,1.115224,0.5106,0.4679,0.5106,0.4602,0.6549,-0.015171,1.7874,5.0509
33,3,2.2544,1.127742,0.5106,0.4572,0.5106,0.4657,0.6793,-0.014091,1.748,4.8834
33,4,2.381,1.088714,0.5176,0.4672,0.5176,0.4855,0.6952,-0.012726,1.85,5.3963
34,1,2.3678,1.098225,0.5141,0.4603,0.5141,0.4646,0.6859,-0.012935,1.8502,5.3301
34,2,2.2901,1.127851,0.5123,0.4739,0.5123,0.4653,0.6715,-0.013398,1.7804,5.002
34,3,2.2559,1.114086,0.5123,0.4575,0.5123,0.4677,0.6959,-0.000188,1.7523,4.92
34,4,2.3745,1.110541,0.5123,0.4562,0.5123,0.4649,0.6891,0.004774,1.8338,5.3238
35,1,2.3795,1.10427,0.5282,0.4665,0.5282,0.4796,0.6915,-0.017274,1.8507,5.3549
35,2,2.2702,1.096228,0.5018,0.4645,0.5018,0.4394,0.6933,-0.007835,1.7802,5.0095
35,3,2.2414,1.100115,0.507,0.4543,0.507,0.4684,0.6854,-0.011337,1.7543,4.9045
35,4,2.398,1.108429,0.5229,0.4716,0.5229,0.4815,0.6888,-0.009425,1.8488,5.4069
36,1,2.332,1.072985,0.5423,0.4806,0.5423,0.4904,0.7074,-0.008674,1.8426,5.2698
36,2,2.2815,1.100697,0.5264,0.4725,0.5264,0.4784,0.6854,-0.017274,1.7873,5.0367
36,3,2.2244,1.075703,0.5211,0.4583,0.5211,0.4653,0.7277,-0.008073,1.7548,4.9046
36,4,2.3796,1.098267,0.5299,0.4789,0.5299,0.5001,0.7048,-0.002341,1.8446,5.3695
37,1,2.3427,1.085296,0.537,0.4877,0.537,0.481,0.7114,-0.012692,1.8438,5.2766
37,2,2.2705,1.10476,0.5387,0.485,0.5387,0.4894,0.6943,0.000287,1.773,4.9905
37,3,2.2551,1.108874,0.5035,0.4523,0.5035,0.4682,0.6886,-0.003254,1.764,4.9296
37,4,2.3642,1.076962,0.5246,0.4642,0.5246,0.4819,0.7002,-0.006184,1.8423,5.3678
38,1,2.3309,1.050931,0.5581,0.4683,0.5581,0.4994,0.725,-0.017605,1.8455,5.3174
38,2,2.2328,1.050064,0.5704,0.5318,0.5704,0.5226,0.7138,-0.008477,1.7783,4.9926
38,3,2.2394,1.080027,0.5423,0.4913,0.5423,0.5035,0.717,0.002742,1.7617,4.9446
