Epoch,Fold,Loss,CrossEntropy,Accuracy,Precision,Recall,F1Score,AUC,R2Score,MAE,MSE
49,2,2.2351,1.026812,0.5563,0.4136,0.5563,0.4733,0.7287,-0.019729,1.7891,5.0543
49,3,2.2212,1.046154,0.5405,0.4463,0.5405,0.4589,0.7351,-0.01436,1.7593,4.9629
49,4,2.3776,1.058089,0.5194,0.4392,0.5194,0.4604,0.7074,-0.017367,1.8635,5.4565
50,1,2.3278,1.025449,0.5687,0.4315,0.5687,0.4894,0.7252,-0.045202,1.8626,5.3666
50,2,2.2271,1.021546,0.5511,0.4435,0.5511,0.4722,0.7349,-0.022588,1.7859,5.04
50,3,2.1963,1.017432,0.5651,0.5191,0.5651,0.4935,0.7489,-0.007778,1.761,4.9471
50,4,2.342,1.038086,0.5528,0.5217,0.5528,0.486,0.7263,-0.01565,1.8438,5.3843
51,1,2.2955,1.0037,0.5634,0.4824,0.5634,0.4927,0.7411,-0.017953,1.8488,5.3098
51,2,2.2312,1.02611,0.5528,0.4104,0.5528,0.4702,0.7355,-0.018534,1.7868,5.043
51,3,2.2402,1.071163,0.537,0.3943,0.537,0.4521,0.7145,-0.023423,1.7628,4.9678
51,4,2.3385,1.017467,0.5581,0.5085,0.5581,0.4989,0.7528,-0.030418,1.8524,5.421
52,1,2.3558,1.053108,0.5651,0.5049,0.5651,0.4916,0.7131,-0.059987,1.8551,5.3956
52,2,2.2295,1.007515,0.5722,0.6328,0.5722,0.4958,0.744,-0.022248,1.7907,5.0808
52,3,2.2087,1.028646,0.5423,0.4663,0.5423,0.4723,0.7426,-0.00977,1.7676,4.962
52,4,2.3256,0.995182,0.5863,0.5446,0.5863,0.5374,0.7667,-0.014802,1.8629,5.4298
53,1,2.2939,0.983056,0.5722,0.4779,0.5722,0.5031,0.758,-0.01819,1.8517,5.3526
53,2,2.1928,0.978426,0.5775,0.5327,0.5775,0.505,0.7565,-0.022445,1.7865,5.0264
53,3,2.1781,1.004032,0.5528,0.4657,0.5528,0.4756,0.7484,0.003036,1.7576,4.9175
53,4,2.3034,0.998023,0.5546,0.4948,0.5546,0.5076,0.7672,-0.000821,1.845,5.3493
54,1,2.2473,0.96015,0.6056,0.5406,0.6056,0.5494,0.7575,-0.007526,1.8407,5.2508
54,2,2.1952,0.963075,0.588,0.5338,0.588,0.5239,0.765,-0.023323,1.7973,5.0701
54,3,2.1728,0.972491,0.5599,0.4916,0.5599,0.493,0.7697,-0.027529,1.7676,4.9734
54,4,2.3204,0.986881,0.5739,0.5653,0.5739,0.5227,0.7569,-0.02471,1.8504,5.4319
55,1,2.2879,0.978102,0.5792,0.523,0.5792,0.5266,0.7622,-0.021603,1.8587,5.3441
55,2,2.2191,1.009158,0.5651,0.5102,0.5651,0.5052,0.7396,-0.023135,1.7862,5.0423
55,3,2.2054,1.020657,0.5704,0.5763,0.5704,0.5056,0.7395,-0.019547,1.764,4.9699
55,4,2.3102,0.997505,0.5687,0.5192,0.5687,0.5116,0.7544,-0.028825,1.8463,5.3731
56,1,2.2767,0.985627,0.5704,0.486,0.5704,0.508,0.7612,-0.021747,1.8429,5.2892
56,2,2.213,0.985661,0.5722,0.5212,0.5722,0.5155,0.7576,-0.03086,1.7928,5.0766
56,3,2.1626,0.966051,0.5757,0.5168,0.5757,0.5171,0.7675,-0.005352,1.7681,4.9546
56,4,2.3531,1.017801,0.5581,0.5012,0.5581,0.5069,0.7423,-0.021556,1.8597,5.4688
57,1,2.2783,0.978671,0.5933,0.5253,0.5933,0.5294,0.7697,-0.024549,1.8473,5.3107
57,2,2.2089,0.983324,0.5792,0.5008,0.5792,0.5175,0.7563,-0.045789,1.7967,5.0686
57,3,2.1446,0.961115,0.5722,0.5216,0.5722,0.5032,0.7786,-0.029551,1.7562,4.9061
57,4,2.303,0.972274,0.5827,0.5399,0.5827,0.5234,0.7687,-0.013584,1.8508,5.408
58,1,2.2773,0.976874,0.5898,0.5262,0.5898,0.5445,0.7663,-0.033212,1.8519,5.3118
58,2,2.1976,0.975646,0.5845,0.5432,0.5845,0.5253,0.7619,-0.030186,1.7863,5.0487
58,3,2.1723,0.9711,0.5775,0.5163,0.5775,0.5307,0.7613,-0.014949,1.7708,4.9751
58,4,2.2917,0.955861,0.6004,0.5554,0.6004,0.5432,0.7811,-0.026806,1.8505,5.4086
59,1,2.2641,0.970313,0.5898,0.5337,0.5898,0.5378,0.767,0.011212,1.843,5.283
59,2,2.1975,0.981304,0.5775,0.5189,0.5775,0.5166,0.7515,-0.023729,1.7814,5.0353
59,3,2.1292,0.956092,0.6004,0.5486,0.6004,0.5424,0.7821,-0.004092,1.7488,4.8664
59,4,2.2995,0.977498,0.5915,0.5433,0.5915,0.5539,0.7716,-0.022618,1.854,5.3841
60,1,2.2547,0.905181,0.6144,0.5412,0.6144,0.5602,0.797,-0.032641,1.8659,5.4037
60,2,2.174,0.944034,0.6004,0.5351,0.6004,0.5465,0.7819,-0.009428,1.7875,5.0439
60,3,2.1321,0.958623,0.5827,0.5389,0.5827,0.5256,0.773,-0.0105,1.7481,4.8703
60,4,2.2715,0.942606,0.5933,0.5427,0.5933,0.5565,0.7844,-0.008135,1.8451,5.3722
61,1,2.2555,0.949644,0.6004,0.5508,0.6004,0.5553,0.7695,-0.003681,1.8505,5.3026
61,2,2.1686,0.928319,0.6162,0.5627,0.6162,0.5554,0.7908,-0.027276,1.7932,5.0624
61,3,2.114,0.924585,0.5986,0.544,0.5986,0.5558,0.791,-0.012682,1.7581,4.8893
61,4,2.2702,0.92977,0.6162,0.5736,0.6162,0.5784,0.793,-0.020016,1.8495,5.3977
62,1,2.2389,0.936737,0.5863,0.5255,0.5863,0.539,0.7765,-0.008721,1.844,5.2774
